labels,text,text_hi,text_de
ham,Am okay. Will soon be over. All the best,ठीक है. जल्द ही खत्म हो जाएगा.,Es wird bald vorbei sein.
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....","दोस्ती के लिए एक छोटा सा विचार: ""हर गुप्त को बंद फ्रेंड के साथ साझा करना आवश्यक नहीं है, लेकिन फिर भी वे जो भी साझा किया जाना चाहिए सच होना चाहिए...","Ein niedlicher Gedanke für Freundschaft: ""Es ist nicht notwendig, jedes Geheimnis mit ur schließen Frnd zu teilen, aber watever u geteilt sollte wahr sein""...."
ham,Ok i've sent u da latest version of da project.,ओक आई डी डी परियोजना के नवीनतम संस्करण भेजा है.,"Ok, ich habe u da die neueste Version von da Projekt geschickt."
ham,Good Morning my Dear........... Have a great &amp; successful day.,एक महान वम्प है; सफल दिन.,"Guten Morgen, meine Liebe............ Haben Sie einen tollen &amp; erfolgreichen Tag."
ham,Pls accept me for one day. Or am begging you change the number.,"बैल मुझे एक दिन के लिये ग्रहण करता है, या तुम से भीख माँग रहा है कि संख्या बदल जाए।","Pls nimmt mich für einen Tag an, oder ich flehe dich an, die Nummer zu ändern."
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,"Seucutiz! यह ucutscates है गले. यदि uuk मेरी gukppppped मुझे वापस गले. अगर uuuuuuu uuuuuuuuuud:) 6 uuuuuuud: ""* 9uuuuuuuue इतना भाग्यशाली है; कोई भी व्यक्ति इतनी भाग्यशाली नहीं है: u'd:",Squeeeeeze!! Dies ist Weihnachten Umarmung.. Wenn u lik meine frndshp den Umarmung mich zurück.. Wenn u erhalten 3 u r niedlich:) 6 u r luvd:* 9 u r so glücklich;) Keine? Menschen hassen u:
ham,"Its ok, if anybody asks abt me, u tel them..:-P","इसके ठीक है, अगर कोई मुझे thatt, उन्हें ue.: -","Es ist ok, wenn jemand fragt mich abt, u tele sie..:-P"
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens","कोई भी तथ्य नहीं सिखाता कि ज्वालामुखी २ फूटते हैं, सुनामी २ उठ जाती है, २ तूफ़ानों के आस - पास का कोई स्थान नहीं होता ।","Lustige Tatsache Niemand lehrt Vulkane 2 ausbrechen, Tsunamis 2 entstehen, Hurrikane 2 wiegen runden keine 1 lehrt hw 2 wählen Sie eine Frau Naturkatastrophen passiert einfach"
ham,* You gonna ring this weekend or wot?,* आप इस सप्ताहांत या Wtt अंगूठी वाला है?,Willst du dieses Wochenende klingeln oder was?
ham,Also track down any lighters you can find,आप किसी भी हल्काों को नीचे ट्रैक करें,"Suchen Sie auch alle Feuerzeuge, die Sie finden können"
ham,"Sorry, I can't help you on this.","क्षमा करें, मैं इस पर आपकी मदद नहीं कर सकता.","Tut mir leid, ich kann dir nicht helfen."
ham,"Babe, I need your advice","बेबे, मैं तुम्हारी सलाह की जरूरत है","Babe, ich brauche deinen Rat"
ham,"I‘ll leave around four, ok?","मैं चार के आसपास छोड़ देंगे, ठीक है?","Ich gehe gegen vier, okay?"
ham,Come to medical college at 7pm ......forward it da,7एम में चिकित्सा कॉलेज के लिए आओ... आगे...,Kommen Sie zur medizinischen Hochschule um 19 Uhr......vorwärts da
ham,K:)k..its good:)when are you going?,आप कब जा रहे हैं?,K:)k..seine gut:)Wann gehst du hin?
ham,I can make lasagna for you... vodka...,मैं तुम्हारे लिए लांजा बना सकते हैं... वीडोका...,Ich kann Lasagne für dich machen... Wodka...
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,एच. आई. वी.),KATE KANN mir so schnell wie möglich einen Ring geben XXX
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,वे लोग कौन थे? क्या आप एक यात्रा में थे? मैंने सोचा था कि आप कर रहे थे तुमने मुझे भेजा था कि कच्चे चीनी?,"Wer waren diese Leute? Warst du auf einer Tour? Ich dachte, du machst das Sofa Ding, das du mir geschickt hast? Ihr neugieriger Zucker"
ham,"No, but you told me you were going, before you got drunk!","नहीं, लेकिन तुम मुझे बताया कि तुम जा रहे थे, नशे में होने से पहले!","Nein, aber du hast mir gesagt, dass du gehst, bevor du betrunken bist!"
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,उन्होंने कहा कि वह मुझे संदेश दिया वह देर हो जाएगा और Hoddddded मुझे आवाज और फिर मैंने उसकी ओर से एक शब्द नहीं सुना,"Er hat mir gesagt, dass er zu spät kommt und mich belästigt, und dann hörte ich kein Wort von ihm."
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate","बधाई! एक अच्छे दोस्त के लिए धन्यवाद अमेरिका में 2,000 पाउंड Xmia इनाम है। 2 दावा है कि आसान है, बस बस अब केवल एक मिनट कॉल करो!","Herzlichen Glückwunsch! Dank einem guten Freund U haben WON die £ 2.000 Xmas Preis. 2 Anspruch ist einfach, rufen Sie einfach 08718726978 JETZT! Nur 10p pro Minute. BT-National-Rate"
ham,I'm always looking for an excuse to be in the city.,मैं हमेशा शहर में रहने के लिए एक बहाना तलाश रहा हूँ.,"Ich suche immer eine Ausrede, um in der Stadt zu sein."
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,Yam मैं अभी भी कॉफी ले जा रहा हूँ मेरे फ्रेंजन... मेरे fren वह मुझे एक लिफ्ट दे देंगे...,"Ja, ich trinke immer noch Kaffee mit meinen Frens... mein Fren ist gefahren, sie wird mich mitnehmen..."
ham,O shore are you takin the bus,ओ सागर आप बस की चोरी कर रहे हैं,O Ufer sind Sie takin den Bus
ham,So u gonna get deus ex?,तो यू यूस पूर्व मिलता है?,Also wirst du Deus Ex bekommen?
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,मैं उन्हें तेरे ईमेल में भेज दूंगा. क्या तू मन लगाकर &gt;##gt; प्रति रात?,Ich schicke sie an Ihre E-Mail. Stört es Sie &lt;#&gt; Zeiten pro Nacht?
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.","44354351, क्या आप चाहते हैं कि एक नया नोकिमी रंग कल बचाया जाए? किसी भी मोबाइल के लिए 300 मिनट के साथ - साथ 100 मुक्त पाठ + मुफ्त COCKCKCKKKK जवाब या फोन 0655.","44 7732584351, Möchten Sie ein neues Nokia 3510i Farbtelefon geliefertMorgen? Mit 300 kostenlosen Minuten zu jedem Handy + 100 kostenlose Texte + kostenlose Camcorder antworten oder rufen Sie 08000930705."
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,* क्या वह गैस के ऊपर इतनी तेज़ गति से घूम रही है कि पानी के ऊपर आ सकता है?,tap & spile um sieben. * Ist das Pub auf Gas st off breite st by Kanal. Ok?
ham,Ok then i come n pick u at engin?,तो फिर मैं एनिश में यू यू लेने आते हैं?,"Okay, dann komme ich n pick u bei engin?"
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,क्यों मैं तुम्हें इस में से किसी को बताने के लिए कभी नहीं चाहता था. कौन है कि मैं तुम्हारे साथ इतना छोटा हूँ और देर के रूप में.,"Deshalb wollte ich dir nichts davon erzählen, und deshalb bin ich so kurz mit dir und On-Edge, wie es spät ist."
ham,Raviyog Peripherals bhayandar east,रावीन पेरेपेरhaiti. kgm,Raviyog Peripherale Bhayandar Ost
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,के वास्तव में तुम लोग मुझे कैसे माथे पर सूरजोको से मिल सकते हैं? यह रास्ता पर सही होना चाहिए.,Könnt ihr mich im Sunoco auf dem Hocker treffen?
spam,You have 1 new voicemail. Please call 08719181513.,आपके पास 1 नया आवाज मेल है. कृपया 0.8719181513 फोन करें.,Sie haben 1 neue Voicemail. Bitte rufen Sie 08719181513 an.
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night","Meroo अपने सपनों रंग आया है, उन्हें संगीत बनाने के लिए, और मेरे सलाहकार आप गर्म और शांतिपूर्ण नींद देने के लिए. शुभ रात्रि.","MOON ist gekommen, um Ihre Träume zu färben, STARS, um sie musikalisch zu machen und meine SMS, um Ihnen warmen und friedlichen Schlaf zu geben. Gute Nacht"
ham,Just finished eating. Got u a plate. NOT leftovers this time.,बस खा लिया. एक प्लेट मिल गया. इस बार छोड़ दिया नहीं है.,Nur mit dem Essen fertig. Haben u einen Teller. Keine Reste dieses Mal.
ham,Thanx a lot...,एक बहुत से अधिक...,Thanx eine Menge...
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,घर जल्दी करो बड़े लेकिनत. अपने पिछले कॉल पर रुको अगर ue. खाने के लिए किया जाता है और मैं भूख से मर रहा हूँ. मत पूछो कि मैं क्या पका रहा हूँ.,"Schnell nach Hause u großen Hintern. Legen Sie auf Ihrem letzten Anrufer, wenn u müssen. Essen ist fertig und ich bin am Verhungern. Fragen Sie nicht, was ich gekocht."
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,Lol अपने अधिकार. कौन सा आहार? हर दिन मैं नकल करता हूँ. मुझे लगता है कि एक मोटा हो जाना है: (e),"Lol Ihr Recht. Welche Diät? Jeden Tag betrüge ich sowieso. Ich bin dazu bestimmt, ein fettes :("
ham,Its a great day. Do have yourself a beautiful one.,अपने आप को एक खूबसूरत दिन है.,Es ist ein toller Tag. Haben Sie einen schönen.
ham,What happened in interview?,इंटरव्यू में क्या हुआ?,Was ist im Interview passiert?
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.","DD केस: एक आदमी की हत्या कर दी गई थी &gt; Matlialgt; Contgt; Cont. &gt; 1 Nice. &gt; के बाद, उसकी पत्नी ने पूछा। 2 Meeee. 3, Weeeee: 3, मैं सो गया था, जब हत्या की गई थी. 4.","Löse d Fall : Ein Mann wurde ermordet auf gefunden &lt; DECIMAL&gt;. &lt;#&gt; AfterNoon. 1,Seine Frau namens Polizei. 2,Polizei befragte alle. 3,Weibe: Sir,Ich schlief, als der Mord stattfand. 4.Cook: Ich kochte. 5.Gartener: Ich habe Gemüse gepflückt. 6.Haus-Maid: Ich ging 2 d Postamt. 7.Kinder: Wir gingen 2 spielen. 8.Nachbar: Wir gingen 2 a Ehe. Polizei verhaftet d Mörder Sofort. Wer ist es? Antwort Mit Grund, Wenn U r Brilliant."
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,ब्गाराई के लिए केवल एक ही शब्द है: हम लोगों के लिए.........................................................................................................,Badrith ist nur für chennai:)i wird sicherlich für uns wählen:)keine Konkurrenz für ihn.
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,मैं यह अपने समूह साथी है... भाग्यी जवाब है... वाट समय बाहर जाने की जरूरत है...,"Es ist mein Gruppenkamerad, ich habe keine Antwort, aber ich muss gehen."
ham,Hey you around? I've got enough for a half + the ten I owe you,अरे तुम्हारे आसपास? मैं एक आधा + दस के लिए पर्याप्त मिल गया है मैं आप देने के लिए,"Ich habe genug für die Hälfte und die zehn, die ich dir schulde."
ham,Hey tmr maybe can meet you at yck,अरे tmer शायद आप yk में पूरा कर सकते हैं,Hey hmr vielleicht treffen Sie bei yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,CORINTINITINITITINTINTINTIINTIINIT इस पर खड़ा है कि यह सबसे अधिक संख्याओ है?TONONONT *,"ALRITE SAM SEIN NIC NIC HINSICHTLICH, DASS DIESES UR NUMMER-SO IST?T.B*"
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,"वे बस वापस भुगतान करने के लिए आसान कर रहे हैं. मेरे पास है &l;#gt; yer कहते हैं, लेकिन मैं वापस भुगतान कर सकते हैं. आप प्राप्त कर सकते हैं?","Sie machen es einfach, zurück zu zahlen. Ich habe &lt;#&gt; yrs zu sagen, aber ich kann zurückzahlen früher. Sie bekommen?"
ham,Not to worry. I'm sure you'll get it.,"चिंता करने के लिए नहीं, मुझे यकीन है कि तुम यह मिल जाएगा.","Keine Sorge, ich bin sicher, dass du es kapierst."
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard","गैस स्टेशन मेरे घर से दूर एक ब्लॉक की तरह है, आप इसे सही द्वारा ड्राइव होगा क्योंकि सुग्रिकन पर समाप्त होता है और आप कैसे गधे ले जाना है","Die Tankstelle ist wie ein Block von meinem Haus entfernt, du wirst direkt neben ihr fahren, da Armenie am Schwann endet und du musst Hohn nehmen"
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",किसी को पता है हमारी डेटिंग सेवा 2 संपर्क आप से पूछा है!,"Jemand U weiß hat gefragt, unsere Dating-Service 2 kontaktieren Sie! Cant Ratet wer? CALL 09058097189 JETZT werden alle enthüllt werden. POBox 6, LS15HB 150p"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,कैमरा - आप एक सीपिक्स डिजिटल कैमरा को सम्मानित कर रहे हैं!,Kamera - Sie erhalten eine SiPix Digitalkamera! Telefon 09061221066 ausm Festnetz. Lieferung innerhalb von 28 Tagen
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,मेरा लेखा 33 पर है. हम 1120 से 1205 एक के लिए जाना है? क्या आप सोच रहे हैं?,"Mein Unterricht ist bei 330. Hm, wir gehen für die 1120 bis 1205 eins?"
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit","मैं धूम्रपान नहीं कर रहा हूँ जब लोग ""बहुत ज्यादा धूम्रपान"" का उपयोग करते हैं मेरे गंदगी को तबाह करने के लिए","Ich rauche nicht, während die Leute ""Wylie raucht zu viel"" benutzen, um meine Scheiße zu ruinieren."
ham,Dear good morning how you feeling dear,प्रिय लग रहा है कि प्रिय,"Lieber guter Morgen, wie du dich liebst"
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,"एक छोटी सी. Mds हर 8 घंटे लेता है. यह केवल 5 हो गया है लेकिन दर्द वापस आ गया है. तो मैंने एक और लिया. आशा है कि मैं मर नहीं है. आशा है हर 8 घंटे हर 8 घंटे. आशा है कि यह 5 है, लेकिन दर्द वापस आ गया है.","Ein wenig. Meds sagen, einmal alle 8 Stunden. Es ist nur 5 gewesen, aber Schmerz ist zurück. Also nahm ich eine andere. Hoffe, ich sterbe nicht"
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)","देखो कल कभी आता है. जब यह आता है, यह आज पहले से ही है. खूबसूरत कल के शिकार में अपने अद्भुत दिन को बर्बाद नहीं करते. शुभ सुबह:","Schöner Morgen kommt nie.. Wenn es kommt, ist es schon heute.. In der Jagd auf schöne morgen nicht verschwenden Ihre wunderbare HEUTE.. GOODMORNING:)"
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,"डन्‍ना हर निर्णय करने वाला है. कैसे एक स्वर लीना? ओना, उसे परेशान नहीं कर रहा है.",Dunno lei ü alle entscheiden lor. Wie abt leona? Oops i tot ben geht n i m msg ihm.
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,2 यू यू यू. यू. यू. यू. यू. यू.,"Hallo dort. Wir haben jetzt in2 unser Pub umgezogen. Wäre toll 2 c u, wenn u cud kommen."
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,आज वोडा संख्या 5226 प्राप्त करने के लिए चुना गया है?,"Heute Voda-Nummern mit Ende 5226 werden ausgewählt, um eine?350 Auszeichnung zu erhalten. Wenn Sie ein Match haben, rufen Sie bitte 08712300220 zitieren Claim Code 1131 Standardtarife App"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,यह संदेश मुक्त है. नए सेक्स व वीगल क्लब में आपका स्वागत है! इस सेवा जवाब से स्वीकार करने के लिए स्वीकार करें.,Diese Nachricht ist kostenlos. Willkommen im neuen & verbesserten Sex & Dogging Club! Um sich von diesem Service abzumelden antwortet STOP. msgs@150p 18 nur
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","हनीट ने कहा: ""मैं डी वर्ल्ड में मीठा हूँ * परमेश्‍वर ने कहा: ""देखो, रुको, मुझे डी एन एन एन एन टीएटी पढ़ना: यहाँ तक कि परमेश्‍वर कर सकता है!","Honeybee sagte: * Ich bin d Sweetest in d World* Gott lachte und sagte: * Warte, U Havnt Met d Person Lesen dieser Msg* MORAL: Sogar GOTT kann Witze knacken! GM+GN+GE+GN:)"
ham,Just do what ever is easier for you,बस वही करो जो कभी आपके लिए आसान हो,"Tun Sie einfach, was immer einfacher für Sie ist"
spam,RCT' THNQ Adrian for U text. Rgds Vatian,अमरीकी पाठ के लिए Ragds Vdian,RCT' THNQ Adrian für U-Text. Rgds Vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,हर किसी को फोन करना बंद करो कि मैं कैंसर हो सकता है. मेरा गला बात करने के लिए दर्द होता है. मैं हर कॉल का जवाब नहीं दे सकते. यदि मैं एक और फोन मिल गया है मैं सोमवार पर बच्चा नहीं हूँ,"Wenn ich noch einen Anruf bekomme, werde ich Montag nicht babysitten."
ham,"It'll be tough, but I'll do what I have to","यह मुश्किल हो जाएगा, लेकिन मैं क्या करना होगा","Es wird hart, aber ich werde tun, was ich tun muss."
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,लड़का इतनी मुश्‍किल! मुझे लगता है कि मैं एक अच्छा दोस्त हूँ...... दोस्त के बारे में एक और यात्रा के बारे में.,"Ich würde sagen, IL SEND U A POSTCARD BUTTHERES UBERAS MICH CHANCE VON MEREMBERIN ASTHERE IST OFSI NICHT BREAKIN SEIN VERTRAG!! LUV Yaxx"
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,"Eeee Negagago: Hargakaaaakaaaaa-Haragaaagaagaaaa 3-Pakaaaaaaakaaaaaagaaagaaaaaaaaaa 5-मांग 6-मांग, Bakyakakamamamamamamama. : अगले दिन शुभाद पर बैठ गया.",Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Mauti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaver ee 7 name &lt;#&gt; janarige ivatte kalisidare next samday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra &lt;#&gt; % true.. Don't neglet.
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,HIILIONIII मैं पर 3 क्या अमेरिका 2 PiTC मुझे ऊपर या मुझे ऊपर है? इस संख्या LUVAVX पर वापस,HI DARLIN I FININISH AM 3 DO U 12 PICK MICH AUF ODER MEET MICH? TEXT ZURÜCK AUF DIESEM ZAHL LUV KATE XXX
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!","अपने मन में मेरे लिए जगह तैयार करो और अपने मन में नहीं, जैसा मन आसानी से भूल जाता है, लेकिन मन हमेशा याद रहेगा. क्या आप वेलेंटाइन के दिन धन्य चाहते हैं!","Legen Sie einen Platz für mich in Ihrem Herzen und nicht in Ihrem Geist, wie der Geist leicht vergisst, aber das Herz wird sich immer erinnern."
ham,But i'm surprised she still can guess right lor...,लेकिन मैं आश्चर्य कर रहा हूँ वह अभी भी सही her अनुमान कर सकते हैं...,"Aber ich bin überrascht, dass sie immer noch richtig raten kann."
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,Okekehhhan में मिलते हैं? मुझे कोचन में. मैं आज गाड़ी नहीं चला रहा हूँ.,"Okay, ich treffe mich im Bishan, weil ich jetzt bei Bishan bin."
ham,Oh ho. Is this the first time u use these type of words,अरे हो. यह पहली बार है इस तरह के शब्दों का उपयोग,Oh ho. Ist dies das erste Mal u verwenden diese Art von Wörtern
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,मैं अंतिम समय का अच्छा समय आप बाहर निकलना है तो मुझे फोन कर सकते हैं अगर मैं अमेरिका कर सकते हैं कर सकते हैं,"HI DARLIN, wie war die Arbeit? Ich habe zu Ihrem Mum all Morning gesagt! Ich hatte eine wirklich gute Zeit letzte Nacht war weg, aber rufen Sie mich an, wenn Sie können"
ham,I know you are serving. I mean what are you doing now.,मेरा मतलब है कि तुम अब क्या कर रहे हो.,"Ich weiß, dass du dienst. Ich meine, was machst du jetzt?"
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...","हुह... Hydoop, ओपी में नहीं है, उलझन में पड़ गया... वैसे भी, अगर टीटीएओएओएओएसी के ई ई. ई.","Hyde Park nicht in mel ah, Opps, wurde verwirrt... wie auch immer, wenn tt's e best choice den wir Juz müssen es nehmen..."
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,शायद वह 3 ded जब इसके बाहर में यह 3 ded में मेरे लिए किया गया था,"Oh gei. Das passierte mir in tron. Vielleicht krank dl es in 3d, wenn es aus"
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",(Applause.) इस संदेश का जवाब देने के लिए अपने 500 स्वतंत्रतात्मक पाठ संदेश सक्रिय करता है.,"FREE MESSAGE Aktivieren Sie Ihre 500 FREE Textnachrichten, indem Sie diese Nachricht mit dem Wort FREE beantworten Für Nutzungsbedingungen besuchen Sie www.07781482378.com"
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,मुझे पता है लड़कियों को हमेशा सुरक्षित और स्वार्थी पता है कि मैं यह play मिला. धन्यवाद. शुभ रात्रि.,"Ich weiß, Mädchen immer sicher und egoistisch wissen, dass ich es pa. Danke. Gute Nacht."
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage.","कोई चिंता नहीं, आशा तस्वीर शूट अच्छी तरह से चला गया.","Keine Sorge, hoffnungsvolles Fotoshooting lief gut. haben einen spritzenden Spaß an der Arbeit."
ham,I'm freezing and craving ice. Fml,मैं ठंड और लालसा बर्फ हूँ. Fml,Ich friere und sehne mich nach Eis.
ham,Kay... Since we are out already,के रूप में... हम पहले से ही बाहर हैं,"Kay, da sind wir schon weg."
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,मुझे अभी भी कार्यालय में टी. अमेरिका देख रहे हैं?,"Es tut mir leid, dass ich nicht traurig bin, aber jetzt seh ich fern."
ham,Yo im right by yo work,यो. सही काम से यू.,Yo im right by yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ओके डार्लिन मैं यह ठीक था कि मैं बहुत ज्यादा चिंता.i कुछ फ़िल्म सामग्री मेरे साथी को करने के लिए है और फिर बच्चे के लिए है! लेकिन आप मुझे वहाँ फोन कर सकते हैं.,Ok Darlin i supose es war okay ich nur zu viel Sorgen.ich muss einige Filmsachen mein Kumpel zu tun und dann wieder babysit! Aber Sie können mich dort anrufen.xx
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","उन्होंने कहा, 'uu मन है अगर मैं एक मिनट के लिए बेडरूम में जाता है?' 'ठीक है, मैं एक सेक्सी मूड में लग गया. वह बाहर आया 5 chucked एक केक... मेरी पत्नी,","Sie sagte, '' do u stört es, wenn ich ins Schlafzimmer für eine Minute gehen? '' ''OK'', ich sed in einer sexy Stimmung. Sie kam aus 5 minuts latr wid a cake...n Meine Frau,"
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,मैंने उस सामान की जाँच की और देखा कि इसकी कोई उपलब्ध जगह नहीं है ।,"Ich wache seitdem auf. Ich überprüfte das Zeug und sah, dass seine wahre keine verfügbaren Räume. Pls rufen Sie die Botschaft oder senden Sie eine Mail an sie."
ham,Nope... Juz off from work...,नहीं... ज्यूज़ काम से बंद...,"Nein, Juz weg von der Arbeit."
ham,Huh so fast... Dat means u havent finished painting?,है ना इतनी तेजी से... डेट का मतलब है... पेंटिंग खत्म हो गया है?,"So schnell... bedeutet Dat, dass du nicht fertig gemalt hast?"
ham,what number do u live at? Is it 11?,क्या यह 11 है?,Welche Zahl u leben in? Ist es 11?
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore","हम पार्टी के 7 दिन एक सप्ताह और अध्ययन सरल, मुझे लगता है कि हम कुछ कस्टम चेकबॉक्स में आकर्षित करने की जरूरत है तो वे जानते हैं कि हम कठिन हैं","Nein, wir stellen Party 7 Tage die Woche und studieren leicht, Ich denke, wir müssen in ein paar benutzerdefinierte Checkboxen zeichnen, damit sie wissen, wir sind Hardcore"
ham,Sac will score big hundred.he is set batsman:-),SEAC अधिकतम सौ स्कोर करेगा. वह बल्लाman सेट है: -),Sac wird große founder.he gesetzt batsman:-)
ham,Send me yetty's number pls.,मुझे अभी तक कच्चे नंबर भेजें.,Schicken Sie mir Yetys Nummer pls.
ham,How much it will cost approx . Per month.,यह कितना खर्च होगा Bagix. पर महीने.,Wie viel wird es kosten ca.. pro Monat.
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,Oke... सिद्धांत परीक्षण? जब होश पुस्तक के लिए जा रहे हैं? मुझे लगता है कि यह 21 पर हो सकता है। कोज़ सोचा था कि चाहता है के साथ संघर्ष के साथ बाहर जाना चाहता है। लेकिन वह मुक्त हो गया है।,"Ok... der Theorietest? Wann wirst du buchen? Ich denke, es ist auf 21 Mai. Coz dachte, mit Jiayin ausgehen. Aber sie ist nicht frei"
