labels,text,text_hi,text_de,text_fr
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,अब सब चले गए. जल्द ही बोलो.,Danke. Es war nur von Tescos aber ziemlich nett. Alles ist jetzt weg. Sprechen Sie bald,Merci. C'était seulement de Tescos mais assez gentil. Tout est parti maintenant. Parlez bientôt.
ham,What's a feathery bowa? Is that something guys have that I don't know about?,क्या एक पंखा है? है कि कुछ लोगों के पास है कि मैं के बारे में पता नहीं है?,"Ist das etwas, von dem ich nichts weiß?",C'est quelque chose que les gars ont que je ne sais pas?
ham,Even i cant close my eyes you are in me our vava playing umma :-D,यहां तक कि मैं अपनी आँखें बंद कर सकते हैं तुम मुझ में हमारे vimma खेल रहे हैं : -,Selbst ich kann meine Augen nicht schließen du bist in mir unsere vava spielen umma :-D,Même moi je ne peux pas fermer les yeux tu es en moi notre vava jouant umma :-D
ham,2 laptop... I noe infra but too slow lar... I wan fast one,"2 लैपटॉप... मैं एनिला, लेकिन बहुत धीमा लार... मैं हरा तेजी से एक",2 Laptops... ich habe keine Infra aber zu langsam Lar... ich will schnell eins,2 ordinateurs portables... je n'ai rien d'infra mais trop lent... j'en veux un rapide
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,आप की गारंटी है कि 2003 पुरस्कार या यहाँ तक कि पाउंड $1000 डॉलर का दावा कर रहे हैं... / मैं,Sie haben einen garantierten £200-Award oder sogar £1000 cashto behaupten UR-Award Anruf kostenlos auf 08000407165 (18+) 2 Haltestelle getstop auf 88222 PHP gewonnen,Vous avez gagné un prix garanti £200 ou même £1000 pour réclamer UR prix appel gratuit sur 08000407165 (18+) 2 stop getstop sur 88222 PHP
ham,Nvm it's ok...,Nvm यह ठीक है...,Nvm es ist okay...,Nvm c'est bon...
ham,Enjoy ur life. . Good night,जीवन का आनंद लीजिए ।,Genießen Sie ur Leben.. Gute Nacht,Bonne nuit.
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,"हाँ, हम शहर कोच में मिल सकते हैं और फिर घर जा सकते हैं. आप बस बंद पर पाठ कर सकते हैं. और चिंता मत करो हम मार्च से समाप्त हो जाएगा...","Ja, aber können wir uns in der Stadt treffen, denn wir gehen nach Hause und dann nach Hause. Sie könnten an der Bushaltestelle simsen. Und keine Sorge, wir werden bis März fertig sein... ish!","Oui, mais peut-on se retrouver en ville parce qu'on ira à Gep et puis à la maison. Vous pourriez envoyer un SMS à l'arrêt de bus."
ham,I had askd u a question some hours before. Its answer,मैं कुछ घंटों पहले एक सवाल पूछने लगा था.,Ich hatte u eine Frage einige Stunden zuvor. Seine Antwort,J'avais posé une question quelques heures auparavant.
ham,Thats cool. Where should i cum? On you or in you? :),आप पर या आप में? :),Das ist cool. Wo soll ich kommen? An dir oder in dir? :),C'est cool. Où devrais-je cum? Sur vous ou en vous? :)
ham,Delhi and chennai still silent.,दिल्ली और हंगेनेई अब भी चुप हैं.,Delhi und Chennai schweigen immer noch.,Delhi et Chenni restent silencieux.
ham,Lol alright i was thinkin that too haha,लोल ठीक है मैं भी हा लगता है कि में सोचा था,"Also gut, ich habe auch daran gedacht haha","Lol ok, j'étais en train de penser que trop haha"
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,हर हफ्ते 100 पाउंड जीतने के लिए जवाब दें! 2006 FIFA वर्ल्ड कप कहाँ रखा जाएगा? 8729 तक सेवा खत्म करने के लिए भेजें.,"Antworten Sie, um zu gewinnen £100 wöchentlich! Wo wird die FIFA-Weltmeisterschaft 2006 statt? Senden Sie STOP zu 87239, um den Service zu beenden",Répondre à gagner £100 hebdomadaire! Où se tiendra la Coupe du Monde de la FIFA 2006? Envoyer STOP à 87239 pour terminer le service
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,मैं एक ही नाव में नहीं हूँ. फिर भी मेरी माँ पर यहाँ है. मुझे यो पर बाहर देखो. मैं आधा नंगा हूँ.,"Nein, ich bin im selben Boot, immer noch hier bei meinen Müttern, schau mich an, ich bin halb nackt.","Non, je suis dans le même bateau, toujours chez ma mère, je suis à moitié nue."
ham,Shhhhh nobody is supposed to know!,कोई नहीं जानता!,"Shhhhh, niemand darf es wissen!",Personne n'est censé savoir!
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an.","Désolé, je t'appelle plus tard."
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;","क्षमा करें, मैं बाद में व्यापार से संबंधित किसी भी चीज से मिलने में फोन करेंगे Alul. &l:# wgt;","Sorry, ich rufe später bei einem Treffen an, was mit Trade zu tun hat, rufen Sie bitte Arul. &lt;#&gt; an.","Désolé, je vous rappellerai plus tard pour toute chose liée au commerce, s'il vous plaît appelez Arul. &lt;#&gt;"
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,अरे मैं देर हो जाएगा... मैं mk पर हूँ. चाय या कॉफी पीने की जरूरत है,"Hey, ich komme zu spät... ich bin bei Amk. Ich muss Tee oder Kaffee trinken","Hé, je vais être en retard, je suis à l'amk, j'ai besoin de boire du thé ou du café."
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,LMWW कार जल्दी खरीदने के लिए चला गया। लेकिन drwids की एक कमी;# &gt; Lacs के लिए कोई स्रोत नहीं है. &gt;#gt; Lgt; Lgt; Lac. &gt; Lac. &gt; Lac. &gt; Lac. &gt; Lac.,"Ich möchte dringend ein BMW Auto kaufen..its vry dringend.aber hv ein Mangel an &lt;#&gt; Lacs.es gibt keine Quelle, um zu dis amt. &lt;#&gt; lacs..das ist mein Problem",J'ai besoin d'acheter une voiture BMW d'urgence..ses vry urgent.mais hv une pénurie de &lt;#&gt; Lacs.il n'y a pas de source pour arng dist. &lt;#&gt; lacs..c'est mon problème
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,सुनिश्चित करें! कृपया 09017410 को भूमि लाइन से बुलाओ. आपकी पत्नी की प्रशंसा 4* दसीकरण या # 5000 नकदी संग्रहों की प्रतीक्षा कर रहे हैं 3206 CWWX पेज 150,Dringend! Bitte rufen Sie 09061743810 aus dem Festnetz. Ihre ABTA kostenlos 4 * Teneriffa Urlaub oder #5000 Bargeld warten Sammlung SAE T&Cs Box 326 CW25WX 150 ppm,Urgent! S'il vous plaît appelez 09061743810 de la ligne fixe. Votre ABTA gratuit 4* Tenerife Holiday ou #5000 argent en attente de la collection SAE T&Cs Box 326 CW25WX 150 ppm
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,"लंबाई एक ही है, लेकिन एक छोटे से छोटे से कम n मैं अब एक कोर मिल गया है. मैं thukio नहीं जा रहा हूँ. बहुत आलसी. anhuke 2 ucks भी u.","Die Länge ist e gleich, aber e oben kürzer n ich habe einen Fransen jetzt. Ich thk ich bin nicht gehen Liao. Zu faul. Dun wan 2 ablenken u auch.",La longueur est e même mais e top plus court n j'ai une frange maintenant. Je ne vais pas liao. Trop paresseux. Dun wan 2 distraire u aussi.
ham,S..antha num corrct dane,एस.,S..antha num corrct dane,S..antha num corrct dane
ham,No calls..messages..missed calls,कोई कॉल नहीं. संदेश.,Keine Anrufe..Nachrichten..fehlte Anrufe,Pas d'appels..messages..appels manqués
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an.","Désolé, je t'appelle plus tard."
ham,The basket's gettin full so I might be by tonight,टोकरी पूरा हो गया है तो मैं आज रात तक हो सकता है,"Der Korb ist voll, damit ich heute Abend vorbeikomme.",Le panier est plein pour que j'arrive ce soir.
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,हम सिर्फ वापस वापस मिल गया है और मैं वास्तव में LIVT के लिए इतना कुछ देखते हैं,HI DARLIN Ive gerade zurück und ich hatte eine wirklich nette Nacht und danke so viel für die LIFT SEE U TOMORROW XXX,HI DARLIN J'ai juste regagné et j'ai eu une bonne nuit et des mercis pour le petit voir U Tomorrow XXX
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,कोई अन्य वेलेंटाइन है न? सबूत आपके fb पृष्ठ पर है. Uhhh मैं इतना खुश हूँ कि मैं वास्तव में अपने ruckols तुम्हें दिखाने के लिए नहीं देखा था!,"Kein anderer Valentines huh? Der Beweis ist auf Ihrer fb Seite. Ugh Ich bin so froh, dass ich wirklich DIDN'T beobachten Sie Ihre rupaul zeigen Sie TOOL!",Pas d'autres Valentines? La preuve est sur votre page fb. Je suis tellement contente que je n'ai pas vraiment vu votre rupaul vous montrer TOOL!
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,मुफ्त स्वर आशा है कि आप अपनी नई सामग्री का आनंद ले रहे थे.,"Kostenlose Töne Hoffen Sie, dass Ihre neuen Inhalte genossen. text stop to 61610 to abmelden. help:08712400602450p Bereitgestellt von tones2you.co.uk",Tonalités gratuites J'espère que vous avez apprécié votre nouveau contenu. text stop to 61610 to unsubscribe. help:08712400602450p Offert par tones2you.co.uk
ham,Eh den sat u book e kb liao huh...,ई. बा.. बा......,Eh den sat u book e kb liao huh...,Eh den sat u book e kb liao huh...
ham,Have you been practising your curtsey?,क्या तुम अपने इलाज के बारे में अच्छी तरह से किया गया है?,Hast du deine Krümmung geübt?,Avez-vous pratiqué votre curtsey?
ham,Shall i come to get pickle,मैं लेल पाने के लिए आता हूँ,"Soll ich kommen, um Gurke zu holen?",Dois-je venir chercher du cornichon?
ham,Lol boo I was hoping for a laugh,लोनी मैं एक हंसी के लिए उम्मीद कर रहा था,Lol boo Ich hatte auf ein Lachen gehofft,Lol boo J'espérais un rire
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV","YEEHITITIT,JAV2 सप्ताह कुछ भी नहीं मिल गया और मैं HAVERTEEL PRERT 4MOTY काम और HELCONTCTOONT2OOEENT TENT 2OELLLLOILOLLOLLLLLOLOLOLOLLLOLOLON DELLLLLOLOLLON DON DON DEL","Ja, ich bin DEF UP4 etwas, das SAT, JUST GOT PAYED2DAY & I GIVEN A£50 PAY RISE 4MY ARBEIT UND HABEN MADE PRÄSCHOOLCO-ORDINATOR 2I BIN FEELINGOOD LUV","YEH I AM DEF UP4 SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAYER RISE 4MY Work & HAVEEN MATE PRESCHOOLCO-ORDINATEUR 2I AM SEElingOOD LUV"
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love","खैर, मुझे अपनी क्लास के बच्चे के लिए जाना है... तुम कभी मेरे पास वापस नहीं आए...","Nun, ich muss zu meinem Klassenbaby gehen... Du bist nie wieder zu mir gekommen... :-(... Ich hoffe, du hast einen schönen Schlaf, meine Liebe","Eh bien, je dois partir pour ma fille de classe... Tu n'es jamais revenu à moi... :-(... J'espère que tu as un bon sommeil, mon amour"
ham,LMAO where's your fish memory when I need it?,LMAO अपनी मछली स्मृति कहाँ है जब मैं इसकी जरूरत है?,"LMAO, wo ist dein Fischgedächtnis, wenn ich es brauche?",Où est ta mémoire de poisson quand j'en ai besoin?
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,लेकिन मैं पार करने के लिए जा रहा हूँ। मेरा मतलब है 2 hymths की जरूरत है।,Aber ich werde gehen 2 Sch auf mon. Meine Schwester brauchen 2 nehmen smth.,J'ai besoin de 2 smth.
ham,Idea will soon get converted to live:),जल्द ही ईडिा फिर से जीने के लिए बदल जाएगी:),Die Idee wird bald zum Leben umgewandelt werden:),Idée va bientôt se convertir à la vie:)
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,MMoo यो यो यो यो-यहाँ हमारे सदस्यों के लिए गर्म डाउनलोड का एक नया चयन आता है शून्य के लिए पाने के लिए! बस अगले लिंक पर क्लिक करें (m),TheMob>Yo yo yo-Here kommt eine neue Auswahl an heißen Downloads für unsere Mitglieder kostenlos zu bekommen! Klicken Sie einfach auf & öffnen Sie den nächsten Link an ur fone gesendet...,TheMob>Yo yo-Yo-Here vient une nouvelle sélection de téléchargements chauds pour nos membres pour obtenir GRATUITEMENT! Il suffit de cliquer et d'ouvrir le prochain lien envoyé à ur fone...
ham,S....s...india going to draw the series after many years in south african soil..,एस....sdddia कई वर्षों के बाद की श्रृंखला आकर्षित करने के लिए जा रहा है...,S....s...india wird die Serie nach vielen Jahren im südafrikanischen Boden zeichnen.,S...s...india va dessiner la série après de nombreuses années dans le sol sud-africain..
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.","शुभ दोपहर, आज मैं (ltt) के लिए देर हो रही हूँ; Euliggt; मि.","Goodmorning, heute bin ich zu spät für &lt;DECIMAL&gt; min.","Bonjour, aujourd'hui je suis en retard pour &lt;DECIMAL&gt; min."
ham,Can't take any major roles in community outreach. You rock mel,समुदाय से निकलनेवाली किसी भी अहम भूमिकाों को नहीं ले जा सकते। तुम रॉक मेली,Ich kann keine wichtigen Rollen in der Öffentlichkeit übernehmen.,Vous ne pouvez pas jouer de rôle majeur dans la sensibilisation de la communauté.
ham,Shopping lor. Them raining mah hard 2 leave orchard.,खरीदारी करने के लिए उन्हें कुल मिलाकर 2 खेत छोड़ देना पड़ता है।,Einkaufen lor. Sie regen Mah hart 2 verlassen Obstgarten.,Shopping lor. Them pluie mah dur 2 feuilles verger.
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,माँ और बच्चे शानदार तरीके से कर रहे हैं ।,Hallo hier. haben Geburt auf der auf die 8lb 7oz. Mutter und Baby tun brillant.,Bonjour. avez la naissance à 8 lb à 7oz. Mère et bébé se débrouillent brillamment.
ham,See the forwarding message for proof,सबूत के लिए अग्रेषित संदेश देखें,Siehe die Weiterleitungs-Nachricht zum Nachweis,Voir le message d'envoi pour la preuve
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.","मैं इस के माध्यम से आगे नहीं बढ़ सकता. यह कभी नहीं था कि आप बाहर चलाने के लिए मेरा इरादा था, लेकिन अगर आप यह करने के बजाय कि कमरे साफ रखने के लिए पसंद है * तो शायद यह सबसे अच्छा विकल्प नहीं कहना है. हाँ, मैं चाहता था कि आप ebamsed होना चाहते थे, तो शायद आप कैसे एक बार मैं कैसे के लिए लग रहा हूँ जब मैं कैसे एक दोस्त को खो दिया है और यह सब कुछ नहीं पता है. मैं जानता हूँ कि क्या करने के लिए की कोशिश की है, और कोई बात नहीं है. मैं कुछ और नहीं जानता था कि क्या किया गया है.","Ich kann das nicht weiter durchmachen. Es war nie meine Absicht, dich rauszurennen, aber wenn du dich dafür entscheidest, anstatt den Raum sauber zu halten, so dass *ich* nicht nein zu den Besuchern sagen muss, dann ist das vielleicht die beste Wahl. Ja, ich wollte, dass du dich verbarrikadiert fühlst, also würdest du vielleicht einmal fühlen, wie ich mich fühle, wenn ich einen Freund habe, der kaufen möchte und ich nein sagen muss, wie es heute Morgen passiert ist. Ich habe alles versucht. Ich weiß nicht, was ich sonst tun soll.","Je n'ai jamais eu l'intention de vous évader, mais si vous choisissez de le faire plutôt que de garder la pièce propre, alors je n'ai pas à dire non aux visiteurs, alors c'est peut-être le meilleur choix. Oui, je voulais que vous soyez harcelé, donc peut-être vous sentiriez-vous pour une fois ce que je ressens quand j'ai un ami qui veut abandonner l'achat et je dois dire non, comme c'est arrivé ce matin. J'ai tout essayé. Je ne sais pas quoi faire d'autre."
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,Yagougo... मैं बाहर जाने के लिए आलसी आलसी... मैं NEL से पूछता हूँ अभी तक...,Dunno Lei... ich habe Mama faul zum Ausgehen... ich neva frage sie noch...,"Dunno lei, je suis la mère paresseuse pour sortir, je ne lui demande pas encore..."
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.","क्या आप चाहते हैं। आप जानते हैं कि नियम क्या हैं। हम इस सप्ताह पहले क्या हो रहा था के बारे में एक भाषण था, आप जिम्मेदारी दिखा रहे थे। फिर भी, हर सप्ताह यह इस तरह से शासन मोड़ सकता है? क्या है? क्या मैं हर सप्ताह आप के साथ एक ही तर्क करने के लिए थक रहा हूँ। और एक Tririririal; और एक Caldddddddddd: (Tddddddddddddddddddddddddddddddddddd); आप कर रहे हैं। आप कर रहे हैं के बाद भी कर रहे हैं।","Tun Sie, was Sie wollen. Sie wissen, was die Regeln sind. Wir hatten ein Gespräch Anfang dieser Woche über das, was passieren musste, Sie zeigen Verantwortung. Doch, jede Woche kann ich die Regel auf diese Weise biegen? Was ist mit dieser Art und Weise? Was auch immer. Ich bin es leid, thia gleichen Streit mit Ihnen jede Woche. Und ein &lt;#&gt; Film DOESNT enthalten die Vorschauen. Sie sind immer noch in nach 1.","Faites ce que vous voulez. Vous savez quelles sont les règles. Nous avons eu une discussion plus tôt cette semaine sur ce qui devait commencer à se passer, vous montrez la responsabilité. Pourtant, chaque semaine, je peux plier la règle de cette façon? Et de cette façon? Faire n'importe quoi. J'en ai marre d'avoir la même dispute avec vous chaque semaine. Et un &lt;#&gt; film DOESNT inlude les prévisualisations. Vous entrez toujours après 1."
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING","गुरू के विरूद्ध सुन्दर सच्चाई। ध्यान से पढ़िए कि जब कोई इस में होता है तो हमारा मन हलका हो जाता है। परन्तु जब कोई उसे छोड़ देता है, तो उसे बहुत भारी लगता है। ""अरे!!""","Schöne Wahrheit gegen Schwerkraft. Lesen Sie sorgfältig: ""Unser Herz fühlt sich leicht, wenn jemand darin ist.. Aber es fühlt sich sehr schwer, wenn jemand es verlässt..""",Belle Vérité contre la Gravité.. Lisez attentivement : « Notre cœur sent la lumière quand quelqu'un est dedans.. Mais il se sent très lourd quand quelqu'un la quitte.. »
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,महान समाचार! NPEREGE404447 अपनी गारंटी 1000000CH या पाउंड 2000 उपहार का दावा करने के लिए कॉल करें. अब एक जीवित ऑपरेटर से बात करो!,"Tolle Nachrichten! Rufen Sie FREEFONE 0800634447 an, um Ihr garantiertes $1000 CASH- oder £2000-Geschenk in Anspruch zu nehmen. Sprechen Sie jetzt mit einem Live-Betreiber!",Appelez FREEFONE 08006344447 pour réclamer votre cadeau garanti de £1000 CASH ou £2000. Parlez à un opérateur en direct MAINTENANT!
ham,Ambrith..madurai..met u in arun dha marrge..remembr?,Amamamth.. guki. ukamugagagaga..mrrer में?,Ambrith..madurai..met u in arun dha marrge..remembr?,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,इसे फिर से पढ़ना और मुझे कोई शर्म नहीं है लेकिन मुझे बताओ कि वह इसे कैसे लेता है और अगर वह भाग रहा है मैं 4 साल पहले!,"Nur lesen Sie es wieder und ich habe keine Schande, aber sagen Sie mir, wie er es nimmt und wenn er läuft, werde ich u 4 je Schuld!! Nicht wirklich 4 immer nur eine lange Zeit",Relisez-le et je n'ai pas de honte mais dites-moi comment il le prend et s'il court je blâmerai u 4 jamais!! Pas vraiment 4 jamais juste un long laps de temps
ham,"Princess, is your kitty shaved or natural?","राजकुमारी, क्या तुम्हारा बाल कटवाना या स्वाभाविक है?","Prinzessin, ist dein Kätzchen rasiert oder natürlich?","Princesse, votre chaton est-il rasé ou naturel?"
ham,"Better than bb. If he wont use it, his wife will or them doctor","अगर वह इसका इस्तेमाल करता है, तो उसकी पत्नी चाहे या तो डॉक्टर उसका इलाज कर सकती है","Besser als bb. Wenn er es nicht benutzen will, wird seine Frau oder sie Arzt","Mieux que bb. S'il ne veut pas l'utiliser, sa femme le fera ou leur médecin"
ham,Ya it came a while ago,या यह एक समय पहले आया था,"Ja, es kam vor einer Weile","Oui, c'est arrivé il y a un moment."
ham,From tomorrow onwards eve 6 to 3 work.,कल से 6 से 3 काम.,Von morgen an haben wir 6 bis 3 Arbeiten.,"A partir de demain, veille 6 à 3 heures de travail."
ham,Anything lor but toa payoh got place 2 walk meh...,कुछ भी नहीं है लेकिन भुगतान करने के लिए 2 मी चला गया है...,Irgendetwas außer Toa Payoh hat Platz 2 zu Fuß...,Tout ce qui est lor sauf Toa Payoh a sa place 2 walk meh...
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex","मुझे किसी की संख्या नहीं है, मैं अभी भी एक कुशल ढंग से पूछने के लिए नहीं सोचा है","Ich habe keine Nummer, ich habe immer noch keine taktvolle Art, Alex zu fragen","Je n'ai pas le numéro de personne, je n'ai toujours pas pensé à un moyen tact de demander alex"
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",अमरीका हर सप्ताह 8766 टी.com के लिए शब्द DRW TRW TECT को विस्तार कर सकते हैं,"U can WIN £100 of Music Geschenkgutscheine jede Woche beginnend JETZT Txt das Wort DRAW zu 87066 TsCs www.ldew.com SkillGame,1Winaweek, Alter16.150permessSubscription","U can WIN £100 of Music Gift Bonkers chaque semaine à partir de MAINTENANT Txt le mot DRAW à 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessAbonnement"
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,क्या ऐसी कोई फिल्म है जिसे मैं कभी देख सकता हूँ और असीमित फिल्में देख सकता हूँ और बस एक बार भुगतान कर सकता हूँ?,"Gibt es irgendein Kino, in das ich gehen kann, um unbegrenzte Filme anzusehen und nur einmal zu bezahlen?",Est-ce qu'il y a un cinéma où je peux aller regarder des films illimités et juste payer une fois?
ham,U having lunch alone? I now so bored...,मैं अब इतना ऊब गया...,Ich habe mich so gelangweilt.,Je m'ennuie tellement...
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!","हाँ, जाहिर है, लेकिन आप अंडे दे रहे हैं और सिर... जल्दी ही बोलो!","Ja, natürlich, aber du bist der Eier-Pert und der Kartoffelkopf...","Oui, évidemment, mais vous êtes les oeuf-perte et la tête de pomme de terre... Parlez vite!"
ham,"Nah man, my car is meant to be crammed full of people","नहीं आदमी, मेरी कार लोगों से भरा जा रहा है","Nah Mann, mein Auto soll voll von Leuten sein","Nan mec, ma voiture est censée être pleine de gens"
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,हवाई अड्डे पर बार - बार कोई नई नौकरी नहीं थी 447 घंटे पर लेकिन इसका अर्थ यह नहीं है!,"Keine neue Arbeit an der Bar am Flughafen auf Satsgettin 4.47pro Stunde, aber bedeutet keine Lüge in! in Kontakt bleiben",Pas de nouveau travail au bar à l'aéroport sur satsgettin 4.47par heure mais signifie pas de mensonge dedans! restez en contact
ham,Kallis is ready for bat in 2nd innings,कलिस 2रा में बल्ले के लिए तैयार है,Kallis ist bereit für Fledermaus in 2. Innings,Kallis est prêt pour la batte en 2e manche
ham,Thanx but my birthday is over already.,Axx लेकिन मेरा जन्मदिन पहले से ही खत्म हो गया है.,"Thanx, aber mein Geburtstag ist schon vorbei.","Thanx, mais mon anniversaire est déjà fini."
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?","Uhh Y सिर्फ माफी माँगता नहीं कर सकते हैं, यू स्वीकार करें गलत थे और मुझे वापस लेने के लिए पूछने के लिए पूछ सकते हैं?","Ugh y can't u nur entschuldigen, zugeben, u waren falsch und bitten mich, u zurück zu nehmen?","Tu ne peux pas juste t'excuser, admettre que tu avais tort et me demander de me ramener?"
ham,"I noe la... U wana pei bf oso rite... K lor, other days den...","मैं कोई ला नहीं... UNowovod ovod hid hir... Krr, अन्य दिनों की आड़...","Ich weiß nicht, was ich tun soll, aber ich weiß nicht, was ich tun soll, aber ich weiß nicht, was ich tun soll, aber ich weiß nicht, was ich tun soll, aber ich weiß nicht, was ich tun soll, aber ich weiß nicht, was ich tun soll.","U wana pei bf oso rite... K lor, d'autres jours den..."
ham,"Yes, i'm small kid.. And boost is the secret of my energy..","हाँ, मैं छोटा बच्चा हूँ. और मेरी ऊर्जा का रहस्य है.","Ja, ich bin ein kleiner Junge, und Boost ist das Geheimnis meiner Energie.","Oui, je suis un petit garçon... et le coup de pouce est le secret de mon énergie..."
ham,IM GONNA MISS U SO MUCH,IM जाने वाला MISSU इतनी मात्रा में,IM GONNA MISS U SO MUCH,JE VAIS MISSER U SO MUCH
ham,Is avatar supposed to have subtoitles,अवतार उप शीर्षकों को रखने के लिए माना जाता है,Ist Avatar soll Subtoitles haben,Avatar est censé avoir des sous-toits
ham,Simply sitting and watching match in office..,आम तौर पर बैठने और कार्यालय में मैच देखने के लिए.,Einfach sitzen und beobachten Match im Büro..,Il suffit de s'asseoir et regarder match dans le bureau..
ham,You can jot down things you want to remember later.,आप बाद में याद करना चाहते हैं चीजों को नीचे duck कर सकते हैं.,"Du kannst Dinge niederschreiben, an die du dich später erinnern willst.",Tu peux te rappeler des choses dont tu veux te souvenir plus tard.
ham,Oh sorry please its over,ओह खेद इस पर कृपया,"Oh, tut mir leid, es ist vorbei.",Oh désolé s'il te plaît c'est fini
ham,Hey are we going for the lo lesson or gym?,अरे हम घटना या जिम के लिए जा रहे हैं?,"Hey, gehen wir zum lo-learn oder Fitness-Studio?","Hé, on va pour la leçon de lo ou la gym?"
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.","अगर आपको खाना पैक करना है, तो गॉर या 9 को पैक करना होगा जो आपको याद आएगा ।","Verpacken Sie nicht, was Sie in jedem store.like Getreide kaufen können. Wenn Sie Lebensmittel verpacken müssen, verpacken Sie Gari oder etwas 9ja, das Sie vermissen werden.","Ne pas emballer ce que vous pouvez acheter à n'importe quel magasin.comme des céréales. Si vous devez emballer la nourriture, paquet gari ou quelque chose 9ja que vous manquerez."
ham,You always make things bigger than they are,आप हमेशा चीजों को वे की तुलना में बड़ा बनाते हैं,"Du machst die Dinge immer größer, als sie sind",Tu rends toujours les choses plus grandes qu'elles ne le sont.
ham,Ü dun wan to watch infernal affair?,वसंत ऋतु में देखने के लिए फव्हन वाले आदमी?,Sie wollen sich infernalische Affären ansehen?,Ü dun wan regarder une affaire infernale?
ham,"Me not waking up until 4 in the afternoon, sup","मुझे दोपहर में 4 बजे तक जागना नहीं है, Sum","Ich wache nicht vor 4 Uhr nachmittags auf, sup","Je ne me réveille pas avant 4 heures de l'après-midi, sup."
